Model:    gemma3:4b
  [654/1500] B24 → 6  EV=4.75
  [655/1500] B25 → 6  EV=5.69
  [656/1500] B26 → 6  EV=4.66
  [657/1500] B27 → 3  EV=2.90
  [658/1500] B28 → 6  EV=5.71
  [659/1500] B29 → 6  EV=6.00
  [660/1500] B30 → 6  EV=6.00
  [661/1500] B01 → 3  EV=2.81
  [662/1500] B02 → 3  EV=2.71
  [663/1500] B03 → 1  EV=1.01
  [664/1500] B04 → 1  EV=1.98
  [665/1500] B05 → 2  EV=2.11
  [666/1500] B06 → 1  EV=1.07
  [667/1500] B07 → 2  EV=2.40
  [668/1500] B08 → 1  EV=1.60
  [669/1500] B09 → 1  EV=1.17
  [670/1500] B10 → 3  EV=3.03
  [671/1500] B11 → 3  EV=2.85
  [672/1500] B12 → 3  EV=2.96
  [673/1500] B13 → 3  EV=3.00
  [674/1500] B14 → 1  EV=1.03
  [675/1500] B15 → 1  EV=1.33
  [676/1500] B16 → 1  EV=1.01
  [677/1500] B17 → 1  EV=1.47
  [678/1500] B18 → 3  EV=2.87
  [679/1500] B19 → 1  EV=1.81
  [680/1500] B20 → 1  EV=1.80
  [681/1500] B21 → 3  EV=3.00
  [682/1500] B22 → 3  EV=2.18
  [683/1500] B23 → 1  EV=1.01
  [684/1500] B24 → 1  EV=1.08
  [685/1500] B25 → 3  EV=2.50
  [686/1500] B26 → 1  EV=1.01
  [687/1500] B27 → 1  EV=1.14
  [688/1500] B28 → 3  EV=2.84
  [689/1500] B29 → 3  EV=2.28
  [690/1500] B30 → 3  EV=3.13
  [691/1500] B01 → 3  EV=3.03
  [692/1500] B02 → 3  EV=3.01
  [693/1500] B03 → 3  EV=3.03
  [694/1500] B04 → 3  EV=3.02
  [695/1500] B05 → 3  EV=3.17
  [696/1500] B06 → 3  EV=3.01
  [697/1500] B07 → 3  EV=3.53
  [698/1500] B08 → 3  EV=3.08
  [699/1500] B09 → 3  EV=3.05
  [700/1500] B10 → 3  EV=3.03

  Checkpoint: 700/1500 (0.8 prompts/sec)

  [701/1500] B11 → 3  EV=3.06
  [702/1500] B12 → 3  EV=3.22
  [703/1500] B13 → 3  EV=3.03
  [704/1500] B14 → 3  EV=3.17
  [705/1500] B15 → 3  EV=3.11
  [706/1500] B16 → 3  EV=3.15
  [707/1500] B17 → 3  EV=3.07
  [708/1500] B18 → 3  EV=3.01
  [709/1500] B19 → 3  EV=3.49
  [710/1500] B20 → 3  EV=3.04
  [711/1500] B21 → 3  EV=3.00
  [712/1500] B22 → 3  EV=3.14
  [713/1500] B23 → 3  EV=4.18
  [714/1500] B24 → 3  EV=3.03
  [715/1500] B25 → 3  EV=3.04
  [716/1500] B26 → 3  EV=3.02
  [717/1500] B27 → 3  EV=3.04
  [718/1500] B28 → 3  EV=3.00
  [719/1500] B29 → 3  EV=3.03
  [720/1500] B30 → 3  EV=3.02
  [721/1500] B01 → 3  EV=3.08
  [722/1500] B02 → 3  EV=3.04
  [723/1500] B03 → 3  EV=3.02
  [724/1500] B04 → 3  EV=3.02
  [725/1500] B05 → 3  EV=3.01
  [726/1500] B06 → 3  EV=2.97
  [727/1500] B07 → 3  EV=3.00
  [728/1500] B08 → 3  EV=3.02
  [729/1500] B09 → 3  EV=3.00
  [730/1500] B10 → 3  EV=3.11
  [731/1500] B11 → 3  EV=2.91
  [732/1500] B12 → 3  EV=3.15
  [733/1500] B13 → 3  EV=3.15
  [734/1500] B14 → 3  EV=3.01
  [735/1500] B15 → 3  EV=2.94
  [736/1500] B16 → 3  EV=2.98
  [737/1500] B17 → 3  EV=3.00
  [738/1500] B18 → 3  EV=3.00
  [739/1500] B19 → 3  EV=3.11
  [740/1500] B20 → 3  EV=2.94
  [741/1500] B21 → 3  EV=3.08
  [742/1500] B22 → 3  EV=3.11
  [743/1500] B23 → 6  EV=5.72
  [744/1500] B24 → 3  EV=3.00
  [745/1500] B25 → 3  EV=3.00
  [746/1500] B26 → 3  EV=2.98
  [747/1500] B27 → 3  EV=2.98
  [748/1500] B28 → 3  EV=3.00
  [749/1500] B29 → 3  EV=3.00
  [750/1500] B30 → 3  EV=3.04
  [751/1500] B01 → 7  EV=6.99
  [752/1500] B02 → 7  EV=7.00
  [753/1500] B03 → 7  EV=7.00
  [754/1500] B04 → 7  EV=6.91
  [755/1500] B05 → 7  EV=7.00
  [756/1500] B06 → 7  EV=5.58
  [757/1500] B07 → 7  EV=7.00
  [758/1500] B08 → 7  EV=6.82
  [759/1500] B09 → 7  EV=4.66
  [760/1500] B10 → 7  EV=7.00
  [761/1500] B11 → 1  EV=1.38
  [762/1500] B12 → 7  EV=7.00
  [763/1500] B13 → 7  EV=7.00
  [764/1500] B14 → 7  EV=7.00
  [765/1500] B15 → 7  EV=6.34
  [766/1500] B16 → 1  EV=1.81
  [767/1500] B17 → 2  EV=2.18
  [768/1500] B18 → 7  EV=7.00
  [769/1500] B19 → 7  EV=6.62
  [770/1500] B20 → 1  EV=1.02
  [771/1500] B21 → 7  EV=7.00
  [772/1500] B22 → 7  EV=7.00
  [773/1500] B23 → 7  EV=7.00
  [774/1500] B24 → 7  EV=4.54
  [775/1500] B25 → 7  EV=7.00
  [776/1500] B26 → 1  EV=2.52
  [777/1500] B27 → 1  EV=1.01
  [778/1500] B28 → 7  EV=5.74
  [779/1500] B29 → 7  EV=7.00
  [780/1500] B30 → 7  EV=7.00
  [781/1500] B01 → 6  EV=5.76
  [782/1500] B02 → 3  EV=4.30
  [783/1500] B03 → 3  EV=3.61
  [784/1500] B04 → 3  EV=3.44
  [785/1500] B05 → 3  EV=3.07
  [786/1500] B06 → 7  EV=6.09
  [787/1500] B07 → 6  EV=5.94
  [788/1500] B08 → 3  EV=3.12
  [789/1500] B09 → 6  EV=5.92
  [790/1500] B10 → 6  EV=5.96
  [791/1500] B11 → 3  EV=3.03
  [792/1500] B12 → 7  EV=6.99
  [793/1500] B13 → 3  EV=5.09
  [794/1500] B14 → 6  EV=5.82
  [795/1500] B15 → 3  EV=2.98
  [796/1500] B16 → 3  EV=3.05
  [797/1500] B17 → 6  EV=5.25
  [798/1500] B18 → 6  EV=5.86
  [799/1500] B19 → 6  EV=5.90
  [800/1500] B20 → 3  EV=3.04

  Checkpoint: 800/1500 (0.8 prompts/sec)

  [801/1500] B21 → 6  EV=6.39
  [802/1500] B22 → 6  EV=5.50
  [803/1500] B23 → 7  EV=6.99
  [804/1500] B24 → 3  EV=3.22
  [805/1500] B25 → 7  EV=5.32
  [806/1500] B26 → 7  EV=5.48
  [807/1500] B27 → 3  EV=2.94
  [808/1500] B28 → 3  EV=3.12
  [809/1500] B29 → 3  EV=4.27
  [810/1500] B30 → 6  EV=6.00
  [811/1500] B01 → 3  EV=3.00
  [812/1500] B02 → 3  EV=3.00
  [813/1500] B03 → 3  EV=3.00
  [814/1500] B04 → 3  EV=3.00
  [815/1500] B05 → 7  EV=5.05
  [816/1500] B06 → 3  EV=2.92
  [817/1500] B07 → 3  EV=3.00
  [818/1500] B08 → 3  EV=3.00
  [819/1500] B09 → 3  EV=3.00
  [820/1500] B10 → 3  EV=3.00
  [821/1500] B11 → 2  EV=2.35
  [822/1500] B12 → 3  EV=3.00
  [823/1500] B13 → 3  EV=3.00
  [824/1500] B14 → 3  EV=2.77
  [825/1500] B15 → 3  EV=2.92
  [826/1500] B16 → 3  EV=2.93
  [827/1500] B17 → 3  EV=3.00
  [828/1500] B18 → 3  EV=3.00
  [829/1500] B19 → 3  EV=3.00
  [830/1500] B20 → 3  EV=2.99
  [831/1500] B21 → 3  EV=3.01
  [832/1500] B22 → 3  EV=3.00
  [833/1500] B23 → 3  EV=3.01
  [834/1500] B24 → 3  EV=2.89
  [835/1500] B25 → 3  EV=2.91
  [836/1500] B26 → 3  EV=2.91
  [837/1500] B27 → 3  EV=3.00
  [838/1500] B28 → 3  EV=3.00
  [839/1500] B29 → 3  EV=3.00
  [840/1500] B30 → 3  EV=3.00
  [841/1500] B01 → 3  EV=3.06
  [842/1500] B02 → 3  EV=3.11
  [843/1500] B03 → 3  EV=3.00
  [844/1500] B04 → 3  EV=3.00
  [845/1500] B05 → 7  EV=6.37
  [846/1500] B06 → 3  EV=3.15
  [847/1500] B07 → 3  EV=4.28
  [848/1500] B08 → 3  EV=3.01
  [849/1500] B09 → 3  EV=3.28
  [850/1500] B10 → 6  EV=4.80
  [851/1500] B11 → 3  EV=3.01
  [852/1500] B12 → 3  EV=3.03
  [853/1500] B13 → 3  EV=3.00
  [854/1500] B14 → 3  EV=3.15
  [855/1500] B15 → 3  EV=3.75
  [856/1500] B16 → 3  EV=3.10
  [857/1500] B17 → 3  EV=3.82
  [858/1500] B18 → 3  EV=3.22
  [859/1500] B19 → 3  EV=3.02
  [860/1500] B20 → 3  EV=3.10
  [861/1500] B21 → 3  EV=3.22
  [862/1500] B22 → 3  EV=3.51
  [863/1500] B23 → 3  EV=3.28
  [864/1500] B24 → 3  EV=3.43
  [865/1500] B25 → 3  EV=3.04
  [866/1500] B26 → 3  EV=3.02
  [867/1500] B27 → 3  EV=3.05
  [868/1500] B28 → 3  EV=3.25
  [869/1500] B29 → 3  EV=3.17
  [870/1500] B30 → 6  EV=6.10
  [871/1500] B01 → 3  EV=3.08
  [872/1500] B02 → 3  EV=3.00
  [873/1500] B03 → 3  EV=3.53
  [874/1500] B04 → 3  EV=3.09
  [875/1500] B05 → 3  EV=3.60
  [876/1500] B06 → 3  EV=3.06
  [877/1500] B07 → 3  EV=3.02
  [878/1500] B08 → 3  EV=3.00
  [879/1500] B09 → 3  EV=3.12
  [880/1500] B10 → 3  EV=3.12
  [881/1500] B11 → 3  EV=3.12
  [882/1500] B12 → 3  EV=3.05
  [883/1500] B13 → 3  EV=3.01
  [884/1500] B14 → 3  EV=3.07
  [885/1500] B15 → 3  EV=3.00
  [886/1500] B16 → 3  EV=2.98
  [887/1500] B17 → 3  EV=3.05
  [888/1500] B18 → 3  EV=3.08
  [889/1500] B19 → 3  EV=4.12
  [890/1500] B20 → 3  EV=3.02
  [891/1500] B21 → 3  EV=3.00
  [892/1500] B22 → 3  EV=3.13
  [893/1500] B23 → 6  EV=5.32
  [894/1500] B24 → 3  EV=3.01
  [895/1500] B25 → 3  EV=3.00
  [896/1500] B26 → 3  EV=3.01
  [897/1500] B27 → 3  EV=2.96
  [898/1500] B28 → 3  EV=3.00
  [899/1500] B29 → 3  EV=3.19
  [900/1500] B30 → 3  EV=3.02

  Checkpoint: 900/1500 (0.8 prompts/sec)

  [901/1500] B01 → 3  EV=3.04
  [902/1500] B02 → 3  EV=3.04
  [903/1500] B03 → 3  EV=3.31
  [904/1500] B04 → 3  EV=3.20
  [905/1500] B05 → 3  EV=2.98
  [906/1500] B06 → 3  EV=3.01
  [907/1500] B07 → 3  EV=3.96
  [908/1500] B08 → 3  EV=3.03
  [909/1500] B09 → 3  EV=4.55
  [910/1500] B10 → 6  EV=5.78
  [911/1500] B11 → 3  EV=2.94
  [912/1500] B12 → 3  EV=3.01
  [913/1500] B13 → 3  EV=3.11
  [914/1500] B14 → 3  EV=3.10
  [915/1500] B15 → 3  EV=2.97
  [916/1500] B16 → 3  EV=3.12
  [917/1500] B17 → 3  EV=4.48
  [918/1500] B18 → 3  EV=3.00
  [919/1500] B19 → 3  EV=3.23
  [920/1500] B20 → 3  EV=2.98
  [921/1500] B21 → 7  EV=6.95
  [922/1500] B22 → 3  EV=3.01
  [923/1500] B23 → 3  EV=3.55
  [924/1500] B24 → 3  EV=3.08
  [925/1500] B25 → 3  EV=4.92
  [926/1500] B26 → 3  EV=3.12
  [927/1500] B27 → 3  EV=2.93
  [928/1500] B28 → 3  EV=2.88
  [929/1500] B29 → 3  EV=3.25
  [930/1500] B30 → 6  EV=6.22
  [931/1500] B01 → 7  EV=6.61
  [932/1500] B02 → 7  EV=7.00
  [933/1500] B03 → 7  EV=7.00
  [934/1500] B04 → 1  EV=2.46
  [935/1500] B05 → 7  EV=6.79
  [936/1500] B06 → 7  EV=6.98
  [937/1500] B07 → 7  EV=6.99
  [938/1500] B08 → 7  EV=5.19
  [939/1500] B09 → 1  EV=2.43
  [940/1500] B10 → 7  EV=7.00
  [941/1500] B11 → 1  EV=1.00
  [942/1500] B12 → 7  EV=7.00
  [943/1500] B13 → 7  EV=7.00
  [944/1500] B14 → 7  EV=7.00
  [945/1500] B15 → 1  EV=1.17
  [946/1500] B16 → 1  EV=1.03
  [947/1500] B17 → 1  EV=1.10
  [948/1500] B18 → 7  EV=7.00
  [949/1500] B19 → 7  EV=7.00
  [950/1500] B20 → 1  EV=1.01
  [951/1500] B21 → 7  EV=7.00
  [952/1500] B22 → 7  EV=7.00
  [953/1500] B23 → 7  EV=7.00
  [954/1500] B24 → 1  EV=1.57
  [955/1500] B25 → 1  EV=1.03
  [956/1500] B26 → 1  EV=1.03
  [957/1500] B27 → 1  EV=1.01
  [958/1500] B28 → 7  EV=6.83
  [959/1500] B29 → 7  EV=7.00
  [960/1500] B30 → 7  EV=7.00
  [961/1500] B01 → 3  EV=3.04
  [962/1500] B02 → 3  EV=3.60
  [963/1500] B03 → 7  EV=6.70
  [964/1500] B04 → 3  EV=3.02
  [965/1500] B05 → 7  EV=5.87
  [966/1500] B06 → 3  EV=2.58
  [967/1500] B07 → 3  EV=2.93
  [968/1500] B08 → 3  EV=3.01
  [969/1500] B09 → 3  EV=4.55
  [970/1500] B10 → 3  EV=3.01
  [971/1500] B11 → 3  EV=3.86
  [972/1500] B12 → 3  EV=3.00
  [973/1500] B13 → 3  EV=4.08
  [974/1500] B14 → 7  EV=6.84
  [975/1500] B15 → 1  EV=1.01
  [976/1500] B16 → 1  EV=1.03
  [977/1500] B17 → 3  EV=2.96
  [978/1500] B18 → 3  EV=2.89
  [979/1500] B19 → 3  EV=2.98
  [980/1500] B20 → 2  EV=2.29
  [981/1500] B21 → 7  EV=7.00
  [982/1500] B22 → 3  EV=4.13
  [983/1500] B23 → 7  EV=7.00
  [984/1500] B24 → 3  EV=2.54
  [985/1500] B25 → 1  EV=1.06
  [986/1500] B26 → 1  EV=1.68
  [987/1500] B27 → 2  EV=1.68
  [988/1500] B28 → 3  EV=2.27
  [989/1500] B29 → 3  EV=3.01
  [990/1500] B30 → 7  EV=6.77
  [991/1500] B01 → 3  EV=3.85
  [992/1500] B02 → 3  EV=3.02
  [993/1500] B03 → 3  EV=3.02
  [994/1500] B04 → 3  EV=3.14
  [995/1500] B05 → 3  EV=3.02
  [996/1500] B06 → 3  EV=3.00
  [997/1500] B07 → 7  EV=6.21
  [998/1500] B08 → 3  EV=3.04
  [999/1500] B09 → 3  EV=3.01
  [1000/1500] B10 → 7  EV=6.21

  Checkpoint: 1000/1500 (0.8 prompts/sec)

  [1001/1500] B11 → 3  EV=3.00
  [1002/1500] B12 → 7  EV=6.99
  [1003/1500] B13 → 3  EV=3.45
  [1004/1500] B14 → 3  EV=3.00
  [1005/1500] B15 → 3  EV=3.00
  [1006/1500] B16 → 3  EV=3.00
  [1007/1500] B17 → 3  EV=3.00
  [1008/1500] B18 → 3  EV=3.01
  [1009/1500] B19 → 3  EV=3.01
  [1010/1500] B20 → 3  EV=3.01
  [1011/1500] B21 → 4  EV=4.01
  [1012/1500] B22 → 7  EV=6.09
  [1013/1500] B23 → 3  EV=3.00
  [1014/1500] B24 → 3  EV=3.01
  [1015/1500] B25 → 3  EV=3.00
  [1016/1500] B26 → 3  EV=3.72
  [1017/1500] B27 → 3  EV=3.00
  [1018/1500] B28 → 3  EV=3.00
  [1019/1500] B29 → 3  EV=3.03
  [1020/1500] B30 → 3  EV=3.06
  [1021/1500] B01 → 7  EV=6.97
  [1022/1500] B02 → 7  EV=6.99
  [1023/1500] B03 → 3  EV=3.04
  [1024/1500] B04 → 3  EV=3.27
  [1025/1500] B05 → 3  EV=3.50
  [1026/1500] B06 → 3  EV=2.80
  [1027/1500] B07 → 3  EV=3.01
  [1028/1500] B08 → 7  EV=6.94
  [1029/1500] B09 → 3  EV=4.09
  [1030/1500] B10 → 7  EV=7.00
  [1031/1500] B11 → 3  EV=3.02
  [1032/1500] B12 → 7  EV=7.00
  [1033/1500] B13 → 7  EV=7.00
  [1034/1500] B14 → 7  EV=5.47
  [1035/1500] B15 → 3  EV=3.32
  [1036/1500] B16 → 3  EV=2.95
  [1037/1500] B17 → 3  EV=4.22
  [1038/1500] B18 → 7  EV=6.96
  [1039/1500] B19 → 7  EV=6.93
  [1040/1500] B20 → 3  EV=3.87
  [1041/1500] B21 → 7  EV=7.00
  [1042/1500] B22 → 7  EV=7.00
  [1043/1500] B23 → 3  EV=3.00
  [1044/1500] B24 → 3  EV=3.02
  [1045/1500] B25 → 3  EV=3.04
  [1046/1500] B26 → 3  EV=4.23
  [1047/1500] B27 → 3  EV=2.99
  [1048/1500] B28 → 3  EV=3.00
  [1049/1500] B29 → 7  EV=6.95
  [1050/1500] B30 → 7  EV=6.63
  [1051/1500] B01 → 7  EV=6.99
  [1052/1500] B02 → 3  EV=3.01
  [1053/1500] B03 → 7  EV=7.00
  [1054/1500] B04 → 3  EV=3.26
  [1055/1500] B05 → 7  EV=6.62
  [1056/1500] B06 → 7  EV=5.20
  [1057/1500] B07 → 7  EV=6.95
  [1058/1500] B08 → 3  EV=4.66
  [1059/1500] B09 → 7  EV=5.64
  [1060/1500] B10 → 7  EV=6.99
  [1061/1500] B11 → 3  EV=3.57
  [1062/1500] B12 → 7  EV=7.00
  [1063/1500] B13 → 7  EV=7.00
  [1064/1500] B14 → 7  EV=7.00
  [1065/1500] B15 → 7  EV=5.73
  [1066/1500] B16 → 1  EV=2.12
  [1067/1500] B17 → 1  EV=2.94
  [1068/1500] B18 → 7  EV=6.16
  [1069/1500] B19 → 7  EV=6.71
  [1070/1500] B20 → 1  EV=1.00
  [1071/1500] B21 → 7  EV=7.00
  [1072/1500] B22 → 7  EV=6.99
  [1073/1500] B23 → 7  EV=7.00
  [1074/1500] B24 → 1  EV=1.00
  [1075/1500] B25 → 1  EV=1.00
  [1076/1500] B26 → 7  EV=6.98
  [1077/1500] B27 → 1  EV=1.00
  [1078/1500] B28 → 1  EV=1.16
  [1079/1500] B29 → 7  EV=7.00
  [1080/1500] B30 → 7  EV=7.00
  [1081/1500] B01 → 7  EV=5.03
  [1082/1500] B02 → 7  EV=6.99
  [1083/1500] B03 → 7  EV=7.00
  [1084/1500] B04 → 3  EV=4.07
  [1085/1500] B05 → 7  EV=5.94
  [1086/1500] B06 → 7  EV=5.56
  [1087/1500] B07 → 7  EV=6.74
  [1088/1500] B08 → 7  EV=5.49
  [1089/1500] B09 → 2  EV=3.10
  [1090/1500] B10 → 7  EV=7.00
  [1091/1500] B11 → 7  EV=4.95
  [1092/1500] B12 → 7  EV=6.98
  [1093/1500] B13 → 7  EV=7.00
  [1094/1500] B14 → 7  EV=7.00
  [1095/1500] B15 → 7  EV=4.15
  [1096/1500] B16 → 1  EV=1.08
  [1097/1500] B17 → 2  EV=2.55
  [1098/1500] B18 → 7  EV=6.98
  [1099/1500] B19 → 7  EV=6.99
  [1100/1500] B20 → 1  EV=1.07

  Checkpoint: 1100/1500 (0.8 prompts/sec)

  [1101/1500] B21 → 7  EV=7.00
  [1102/1500] B22 → 7  EV=6.99
  [1103/1500] B23 → 7  EV=7.00
  [1104/1500] B24 → 1  EV=2.03
  [1105/1500] B25 → 1  EV=1.54
  [1106/1500] B26 → 7  EV=7.00
  [1107/1500] B27 → 2  EV=1.64
  [1108/1500] B28 → 2  EV=1.74
  [1109/1500] B29 → 7  EV=7.00
  [1110/1500] B30 → 7  EV=6.99
  [1111/1500] B01 → 1  EV=1.47
  [1112/1500] B02 → 1  EV=1.07
  [1113/1500] B03 → 7  EV=4.80
  [1114/1500] B04 → 1  EV=1.03
  [1115/1500] B05 → 1  EV=3.40
  [1116/1500] B06 → 1  EV=1.11
  [1117/1500] B07 → 3  EV=2.58
  [1118/1500] B08 → 1  EV=1.00
  [1119/1500] B09 → 1  EV=1.60
  [1120/1500] B10 → 7  EV=5.49
  [1121/1500] B11 → 1  EV=1.79
  [1122/1500] B12 → 1  EV=1.60
  [1123/1500] B13 → 3  EV=2.18
  [1124/1500] B14 → 1  EV=1.00
  [1125/1500] B15 → 1  EV=1.01
  [1126/1500] B16 → 1  EV=1.01
  [1127/1500] B17 → 1  EV=1.02
  [1128/1500] B18 → 7  EV=5.39
  [1129/1500] B19 → 1  EV=1.16
  [1130/1500] B20 → 1  EV=1.00
  [1131/1500] B21 → 3  EV=2.99
  [1132/1500] B22 → 1  EV=1.09
  [1133/1500] B23 → 1  EV=1.63
  [1134/1500] B24 → 1  EV=1.00
  [1135/1500] B25 → 1  EV=1.13
  [1136/1500] B26 → 1  EV=3.38
  [1137/1500] B27 → 1  EV=1.00
  [1138/1500] B28 → 1  EV=1.59
  [1139/1500] B29 → 7  EV=6.65
  [1140/1500] B30 → 1  EV=1.00
  [1141/1500] B01 → 7  EV=7.00
  [1142/1500] B02 → 7  EV=7.00
  [1143/1500] B03 → 7  EV=7.00
  [1144/1500] B04 → 7  EV=6.98
  [1145/1500] B05 → 7  EV=5.40
  [1146/1500] B06 → 7  EV=6.89
  [1147/1500] B07 → 7  EV=6.98
  [1148/1500] B08 → 7  EV=7.00
  [1149/1500] B09 → 7  EV=6.86
  [1150/1500] B10 → 7  EV=7.00
  [1151/1500] B11 → 1  EV=1.02
  [1152/1500] B12 → 7  EV=7.00
  [1153/1500] B13 → 7  EV=7.00
  [1154/1500] B14 → 7  EV=7.00
  [1155/1500] B15 → 7  EV=6.65
  [1156/1500] B16 → 1  EV=1.16
  [1157/1500] B17 → 1  EV=3.16
  [1158/1500] B18 → 7  EV=7.00
  [1159/1500] B19 → 7  EV=7.00
  [1160/1500] B20 → 7  EV=6.65
  [1161/1500] B21 → 7  EV=7.00
  [1162/1500] B22 → 7  EV=6.92
  [1163/1500] B23 → 7  EV=7.00
  [1164/1500] B24 → 7  EV=6.31
  [1165/1500] B25 → 7  EV=4.81
  [1166/1500] B26 → 7  EV=6.99
  [1167/1500] B27 → 1  EV=1.10
  [1168/1500] B28 → 1  EV=1.19
  [1169/1500] B29 → 7  EV=7.00
  [1170/1500] B30 → 7  EV=7.00
  [1171/1500] B01 → 4  EV=4.02
  [1172/1500] B02 → 3  EV=3.04
  [1173/1500] B03 → 4  EV=3.90
  [1174/1500] B04 → 4  EV=3.95
  [1175/1500] B05 → 3  EV=3.04
  [1176/1500] B06 → 3  EV=3.00
  [1177/1500] B07 → 7  EV=6.44
  [1178/1500] B08 → 4  EV=3.90
  [1179/1500] B09 → 4  EV=3.97
  [1180/1500] B10 → 7  EV=6.93
  [1181/1500] B11 → 3  EV=3.00
  [1182/1500] B12 → 7  EV=7.00
  [1183/1500] B13 → 4  EV=4.08
  [1184/1500] B14 → 7  EV=6.01
  [1185/1500] B15 → 3  EV=3.00
  [1186/1500] B16 → 3  EV=3.00
  [1187/1500] B17 → 3  EV=3.01
  [1188/1500] B18 → 3  EV=4.73
  [1189/1500] B19 → 7  EV=5.06
  [1190/1500] B20 → 3  EV=3.04
  [1191/1500] B21 → 3  EV=3.08
  [1192/1500] B22 → 4  EV=3.94
  [1193/1500] B23 → 3  EV=3.07
  [1194/1500] B24 → 3  EV=3.01
  [1195/1500] B25 → 3  EV=3.00
  [1196/1500] B26 → 3  EV=3.06
  [1197/1500] B27 → 3  EV=3.00
  [1198/1500] B28 → 3  EV=3.04
  [1199/1500] B29 → 3  EV=3.15
  [1200/1500] B30 → 4  EV=3.98

  Checkpoint: 1200/1500 (0.8 prompts/sec)

  [1201/1500] B01 → 3  EV=3.02
  [1202/1500] B02 → 3  EV=3.07
  [1203/1500] B03 → 7  EV=5.11
  [1204/1500] B04 → 3  EV=2.98
  [1205/1500] B05 → 7  EV=6.47
  [1206/1500] B06 → 1  EV=2.15
  [1207/1500] B07 → 7  EV=5.36
  [1208/1500] B08 → 3  EV=4.27
  [1209/1500] B09 → 7  EV=5.75
  [1210/1500] B10 → 7  EV=6.99
  [1211/1500] B11 → 1  EV=1.01
  [1212/1500] B12 → 7  EV=7.00
  [1213/1500] B13 → 7  EV=5.17
  [1214/1500] B14 → 7  EV=7.00
  [1215/1500] B15 → 1  EV=1.97
  [1216/1500] B16 → 1  EV=1.09
  [1217/1500] B17 → 1  EV=1.16
  [1218/1500] B18 → 7  EV=5.59
  [1219/1500] B19 → 3  EV=3.03
  [1220/1500] B20 → 1  EV=2.41
  [1221/1500] B21 → 7  EV=6.91
  [1222/1500] B22 → 7  EV=6.78
  [1223/1500] B23 → 7  EV=7.00
  [1224/1500] B24 → 1  EV=2.43
  [1225/1500] B25 → 1  EV=3.71
  [1226/1500] B26 → 7  EV=6.88
  [1227/1500] B27 → 1  EV=1.48
  [1228/1500] B28 → 1  EV=1.01
  [1229/1500] B29 → 7  EV=6.99
  [1230/1500] B30 → 7  EV=6.98
  [1231/1500] B01 → 3  EV=3.00
  [1232/1500] B02 → 3  EV=3.00
  [1233/1500] B03 → 3  EV=3.00
  [1234/1500] B04 → 3  EV=2.99
  [1235/1500] B05 → 3  EV=4.32
  [1236/1500] B06 → 3  EV=2.87
  [1237/1500] B07 → 3  EV=3.01
  [1238/1500] B08 → 3  EV=3.01
  [1239/1500] B09 → 3  EV=3.09
  [1240/1500] B10 → 3  EV=3.20
  [1241/1500] B11 → 3  EV=2.68
  [1242/1500] B12 → 3  EV=3.02
  [1243/1500] B13 → 3  EV=3.16
  [1244/1500] B14 → 3  EV=2.99
  [1245/1500] B15 → 3  EV=2.95
  [1246/1500] B16 → 3  EV=2.91
  [1247/1500] B17 → 3  EV=2.97
  [1248/1500] B18 → 3  EV=3.00
  [1249/1500] B19 → 3  EV=3.01
  [1250/1500] B20 → 3  EV=2.59
  [1251/1500] B21 → 6  EV=4.91
  [1252/1500] B22 → 3  EV=3.02
  [1253/1500] B23 → 3  EV=3.17
  [1254/1500] B24 → 3  EV=2.99
  [1255/1500] B25 → 3  EV=3.00
  [1256/1500] B26 → 3  EV=2.96
  [1257/1500] B27 → 3  EV=2.59
  [1258/1500] B28 → 3  EV=2.99
  [1259/1500] B29 → 6  EV=5.93
  [1260/1500] B30 → 6  EV=5.97
  [1261/1500] B01 → 3  EV=3.04
  [1262/1500] B02 → 3  EV=3.94
  [1263/1500] B03 → 6  EV=4.67
  [1264/1500] B04 → 3  EV=2.81
  [1265/1500] B05 → 3  EV=2.74
  [1266/1500] B06 → 7  EV=5.02
  [1267/1500] B07 → 7  EV=6.76
  [1268/1500] B08 → 3  EV=2.61
  [1269/1500] B09 → 6  EV=5.24
  [1270/1500] B10 → 6  EV=5.16
  [1271/1500] B11 → 1  EV=2.30
  [1272/1500] B12 → 6  EV=5.26
  [1273/1500] B13 → 3  EV=3.17
  [1274/1500] B14 → 6  EV=4.68
  [1275/1500] B15 → 3  EV=2.51
  [1276/1500] B16 → 7  EV=4.40
  [1277/1500] B17 → 3  EV=3.67
  [1278/1500] B18 → 3  EV=3.04
  [1279/1500] B19 → 6  EV=4.78
  [1280/1500] B20 → 3  EV=3.47
  [1281/1500] B21 → 6  EV=5.51
  [1282/1500] B22 → 3  EV=2.96
  [1283/1500] B23 → 3  EV=4.40
  [1284/1500] B24 → 3  EV=3.64
  [1285/1500] B25 → 7  EV=6.16
  [1286/1500] B26 → 7  EV=5.56
  [1287/1500] B27 → 3  EV=3.39
  [1288/1500] B28 → 3  EV=3.54
  [1289/1500] B29 → 6  EV=6.07
  [1290/1500] B30 → 6  EV=6.03
  [1291/1500] B01 → 7  EV=6.31
  [1292/1500] B02 → 7  EV=6.98
  [1293/1500] B03 → 7  EV=6.99
  [1294/1500] B04 → 7  EV=5.74
  [1295/1500] B05 → 7  EV=6.92
  [1296/1500] B06 → 7  EV=6.79
