Model:    phi4-mini:latest
  [654/12000] B24 → 1  EV=3.27
  [655/12000] B25 → 2  EV=3.61
  [656/12000] B26 → 1  EV=2.89
  [657/12000] B27 → 1  EV=2.66
  [658/12000] B28 → 3  EV=3.34
  [659/12000] B29 → 6  EV=4.97
  [660/12000] B30 → 6  EV=3.55
  [661/12000] B01 → 1  EV=2.59
  [662/12000] B02 → 1  EV=2.14
  [663/12000] B03 → 1  EV=1.73
  [664/12000] B04 → 1  EV=2.76
  [665/12000] B05 → 1  EV=2.76
  [666/12000] B06 → 1  EV=1.98
  [667/12000] B07 → 1  EV=2.44
  [668/12000] B08 → 1  EV=2.10
  [669/12000] B09 → 1  EV=2.55
  [670/12000] B10 → 1  EV=2.93
  [671/12000] B11 → 1  EV=1.89
  [672/12000] B12 → 1  EV=3.37
  [673/12000] B13 → 1  EV=2.29
  [674/12000] B14 → 2  EV=3.18
  [675/12000] B15 → 1  EV=2.58
  [676/12000] B16 → 1  EV=2.70
  [677/12000] B17 → 6  EV=4.23
  [678/12000] B18 → 1  EV=2.07
  [679/12000] B19 → 2  EV=3.11
  [680/12000] B20 → 1  EV=2.63
  [681/12000] B21 → 1  EV=3.09
  [682/12000] B22 → 1  EV=2.32
  [683/12000] B23 → 2  EV=3.28
  [684/12000] B24 → 1  EV=2.22
  [685/12000] B25 → 1  EV=2.54
  [686/12000] B26 → 1  EV=2.57
  [687/12000] B27 → 1  EV=2.50
  [688/12000] B28 → 1  EV=2.30
  [689/12000] B29 → 1  EV=2.79
  [690/12000] B30 → 1  EV=2.62
  [691/12000] B01 → 6  EV=4.80
  [692/12000] B02 → 6  EV=4.05
  [693/12000] B03 → 6  EV=4.37
  [694/12000] B04 → 6  EV=4.65
  [695/12000] B05 → 3  EV=3.70
  [696/12000] B06 → 1  EV=1.99
  [697/12000] B07 → 3  EV=3.60
  [698/12000] B08 → 6  EV=4.07
  [699/12000] B09 → 3  EV=3.65
  [700/12000] B10 → 6  EV=5.92

  Checkpoint: 700/12000 (1.0 prompts/sec)

  [701/12000] B11 → 1  EV=2.76
  [702/12000] B12 → 6  EV=5.74
  [703/12000] B13 → 6  EV=4.50
  [704/12000] B14 → 6  EV=4.77
  [705/12000] B15 → 3  EV=3.75
  [706/12000] B16 → 1  EV=3.07
  [707/12000] B17 → 6  EV=4.57
  [708/12000] B18 → 6  EV=4.32
  [709/12000] B19 → 6  EV=4.30
  [710/12000] B20 → 6  EV=4.13
  [711/12000] B21 → 3  EV=4.02
  [712/12000] B22 → 6  EV=3.83
  [713/12000] B23 → 6  EV=4.88
  [714/12000] B24 → 3  EV=3.58
  [715/12000] B25 → 3  EV=3.09
  [716/12000] B26 → 3  EV=3.43
  [717/12000] B27 → 6  EV=4.01
  [718/12000] B28 → 3  EV=3.78
  [719/12000] B29 → 6  EV=5.35
  [720/12000] B30 → 6  EV=4.30
  [721/12000] B01 → 6  EV=4.69
  [722/12000] B02 → 6  EV=4.25
  [723/12000] B03 → 6  EV=4.51
  [724/12000] B04 → 6  EV=5.23
  [725/12000] B05 → 3  EV=3.23
  [726/12000] B06 → 1  EV=1.18
  [727/12000] B07 → 3  EV=3.41
  [728/12000] B08 → 1  EV=4.02
  [729/12000] B09 → 3  EV=3.46
  [730/12000] B10 → 6  EV=5.65
  [731/12000] B11 → 1  EV=2.29
  [732/12000] B12 → 6  EV=4.49
  [733/12000] B13 → 6  EV=5.36
  [734/12000] B14 → 6  EV=4.72
  [735/12000] B15 → 3  EV=3.40
  [736/12000] B16 → 1  EV=3.33
  [737/12000] B17 → 6  EV=4.59
  [738/12000] B18 → 3  EV=3.91
  [739/12000] B19 → 6  EV=4.00
  [740/12000] B20 → 6  EV=3.88
  [741/12000] B21 → 3  EV=3.16
  [742/12000] B22 → 6  EV=4.65
  [743/12000] B23 → 6  EV=5.19
  [744/12000] B24 → 3  EV=3.33
  [745/12000] B25 → 3  EV=2.94
  [746/12000] B26 → 3  EV=3.11
  [747/12000] B27 → 6  EV=3.72
  [748/12000] B28 → 3  EV=3.90
  [749/12000] B29 → 6  EV=5.24
  [750/12000] B30 → 6  EV=4.51
  [751/12000] B01 → 1  EV=3.02
  [752/12000] B02 → 1  EV=2.80
  [753/12000] B03 → 1  EV=2.70
  [754/12000] B04 → 3  EV=2.34
  [755/12000] B05 → 1  EV=1.80
  [756/12000] B06 → 1  EV=3.13
  [757/12000] B07 → 1  EV=2.92
  [758/12000] B08 → 1  EV=2.65
  [759/12000] B09 → 1  EV=3.50
  [760/12000] B10 → 1  EV=4.17
  [761/12000] B11 → 1  EV=3.03
  [762/12000] B12 → 1  EV=3.27
  [763/12000] B13 → 1  EV=2.04
  [764/12000] B14 → 4  EV=4.56
  [765/12000] B15 → 3  EV=2.96
  [766/12000] B16 → 1  EV=3.24
  [767/12000] B17 → 6  EV=3.58
  [768/12000] B18 → 1  EV=3.56
  [769/12000] B19 → 6  EV=5.05
  [770/12000] B20 → 1  EV=2.60
  [771/12000] B21 → 1  EV=2.19
  [772/12000] B22 → 1  EV=3.30
  [773/12000] B23 → 1  EV=1.91
  [774/12000] B24 → 1  EV=2.48
  [775/12000] B25 → 2  EV=3.16
  [776/12000] B26 → 1  EV=2.80
  [777/12000] B27 → 1  EV=2.98
  [778/12000] B28 → 1  EV=2.55
  [779/12000] B29 → 1  EV=2.96
  [780/12000] B30 → 1  EV=2.27
  [781/12000] B01 → 1  EV=3.40
  [782/12000] B02 → 1  EV=3.58
  [783/12000] B03 → 6  EV=4.90
  [784/12000] B04 → 7  EV=4.47
  [785/12000] B05 → 1  EV=2.25
  [786/12000] B06 → 1  EV=1.64
  [787/12000] B07 → 1  EV=2.97
  [788/12000] B08 → 1  EV=3.23
  [789/12000] B09 → 1  EV=2.51
  [790/12000] B10 → 1  EV=3.82
  [791/12000] B11 → 1  EV=1.92
  [792/12000] B12 → 7  EV=5.28
  [793/12000] B13 → 6  EV=5.00
  [794/12000] B14 → 1  EV=2.99
  [795/12000] B15 → 1  EV=3.04
  [796/12000] B16 → 1  EV=2.48
  [797/12000] B17 → 2  EV=3.73
  [798/12000] B18 → 1  EV=2.99
  [799/12000] B19 → 1  EV=2.98
  [800/12000] B20 → 2  EV=3.01

  Checkpoint: 800/12000 (1.0 prompts/sec)

  [801/12000] B21 → 3  EV=3.93
  [802/12000] B22 → 2  EV=4.12
  [803/12000] B23 → 7  EV=5.11
  [804/12000] B24 → 2  EV=2.94
  [805/12000] B25 → 1  EV=2.55
  [806/12000] B26 → 1  EV=2.79
  [807/12000] B27 → 1  EV=2.48
  [808/12000] B28 → 3  EV=3.22
  [809/12000] B29 → 6  EV=5.25
  [810/12000] B30 → 1  EV=3.07
  [811/12000] B01 → 3  EV=3.85
  [812/12000] B02 → 1  EV=3.38
  [813/12000] B03 → 1  EV=2.57
  [814/12000] B04 → 6  EV=4.66
  [815/12000] B05 → 1  EV=3.01
  [816/12000] B06 → 1  EV=1.77
  [817/12000] B07 → 1  EV=2.95
  [818/12000] B08 → 1  EV=3.73
  [819/12000] B09 → 1  EV=3.05
  [820/12000] B10 → 3  EV=3.97
  [821/12000] B11 → 6  EV=3.47
  [822/12000] B12 → 6  EV=5.23
  [823/12000] B13 → 6  EV=4.92
  [824/12000] B14 → 1  EV=2.93
  [825/12000] B15 → 3  EV=3.25
  [826/12000] B16 → 1  EV=3.28
  [827/12000] B17 → 6  EV=4.35
  [828/12000] B18 → 1  EV=3.19
  [829/12000] B19 → 1  EV=3.26
  [830/12000] B20 → 1  EV=2.17
  [831/12000] B21 → 3  EV=3.86
  [832/12000] B22 → 6  EV=5.24
  [833/12000] B23 → 6  EV=4.26
  [834/12000] B24 → 3  EV=3.24
  [835/12000] B25 → 1  EV=2.48
  [836/12000] B26 → 3  EV=2.99
  [837/12000] B27 → 1  EV=2.74
  [838/12000] B28 → 3  EV=3.61
  [839/12000] B29 → 6  EV=4.73
  [840/12000] B30 → 6  EV=4.13
  [841/12000] B01 → 3  EV=4.47
  [842/12000] B02 → 3  EV=3.98
  [843/12000] B03 → 3  EV=3.67
  [844/12000] B04 → 6  EV=4.86
  [845/12000] B05 → 1  EV=2.73
  [846/12000] B06 → 1  EV=1.35
  [847/12000] B07 → 4  EV=3.39
  [848/12000] B08 → 3  EV=4.10
  [849/12000] B09 → 3  EV=3.45
  [850/12000] B10 → 6  EV=4.80
  [851/12000] B11 → 6  EV=4.30
  [852/12000] B12 → 3  EV=4.36
  [853/12000] B13 → 6  EV=5.64
  [854/12000] B14 → 3  EV=3.64
  [855/12000] B15 → 3  EV=3.86
  [856/12000] B16 → 3  EV=2.99
  [857/12000] B17 → 6  EV=5.22
  [858/12000] B18 → 3  EV=4.01
  [859/12000] B19 → 3  EV=4.01
  [860/12000] B20 → 3  EV=3.93
  [861/12000] B21 → 3  EV=4.46
  [862/12000] B22 → 1  EV=2.62
  [863/12000] B23 → 3  EV=3.26
  [864/12000] B24 → 3  EV=3.80
  [865/12000] B25 → 3  EV=3.21
  [866/12000] B26 → 3  EV=3.72
  [867/12000] B27 → 4  EV=4.08
  [868/12000] B28 → 3  EV=3.65
  [869/12000] B29 → 1  EV=3.39
  [870/12000] B30 → 6  EV=4.30
  [871/12000] B01 → 6  EV=4.83
  [872/12000] B02 → 6  EV=4.24
  [873/12000] B03 → 6  EV=4.66
  [874/12000] B04 → 6  EV=4.91
  [875/12000] B05 → 3  EV=3.53
  [876/12000] B06 → 1  EV=1.69
  [877/12000] B07 → 3  EV=3.52
  [878/12000] B08 → 6  EV=4.03
  [879/12000] B09 → 3  EV=3.63
  [880/12000] B10 → 6  EV=5.90
  [881/12000] B11 → 1  EV=2.53
  [882/12000] B12 → 6  EV=5.83
  [883/12000] B13 → 6  EV=5.05
  [884/12000] B14 → 3  EV=3.63
  [885/12000] B15 → 3  EV=3.87
  [886/12000] B16 → 6  EV=3.97
  [887/12000] B17 → 6  EV=4.96
  [888/12000] B18 → 6  EV=4.21
  [889/12000] B19 → 6  EV=4.44
  [890/12000] B20 → 3  EV=3.84
  [891/12000] B21 → 6  EV=5.22
  [892/12000] B22 → 6  EV=5.35
  [893/12000] B23 → 6  EV=4.29
  [894/12000] B24 → 3  EV=3.87
  [895/12000] B25 → 6  EV=4.03
  [896/12000] B26 → 6  EV=3.84
  [897/12000] B27 → 3  EV=3.96
  [898/12000] B28 → 3  EV=4.00
  [899/12000] B29 → 6  EV=5.81
  [900/12000] B30 → 6  EV=4.30

  Checkpoint: 900/12000 (1.0 prompts/sec)

  [901/12000] B01 → 6  EV=4.61
  [902/12000] B02 → 6  EV=3.88
  [903/12000] B03 → 6  EV=4.54
  [904/12000] B04 → 6  EV=5.55
  [905/12000] B05 → 1  EV=2.13
  [906/12000] B06 → 1  EV=1.46
  [907/12000] B07 → 1  EV=3.07
  [908/12000] B08 → 6  EV=4.19
  [909/12000] B09 → 1  EV=3.36
  [910/12000] B10 → 6  EV=6.07
  [911/12000] B11 → 1  EV=2.34
  [912/12000] B12 → 6  EV=5.71
  [913/12000] B13 → 6  EV=5.56
  [914/12000] B14 → 6  EV=4.51
  [915/12000] B15 → 1  EV=3.50
  [916/12000] B16 → 6  EV=3.56
  [917/12000] B17 → 6  EV=5.16
  [918/12000] B18 → 6  EV=4.10
  [919/12000] B19 → 6  EV=4.39
  [920/12000] B20 → 6  EV=4.09
  [921/12000] B21 → 6  EV=4.47
  [922/12000] B22 → 1  EV=3.45
  [923/12000] B23 → 6  EV=5.61
  [924/12000] B24 → 3  EV=3.27
  [925/12000] B25 → 3  EV=2.66
  [926/12000] B26 → 3  EV=3.13
  [927/12000] B27 → 1  EV=3.05
  [928/12000] B28 → 6  EV=3.65
  [929/12000] B29 → 6  EV=3.80
  [930/12000] B30 → 6  EV=5.31
  [931/12000] B01 → 2  EV=3.10
  [932/12000] B02 → 1  EV=2.98
  [933/12000] B03 → 1  EV=1.90
  [934/12000] B04 → 1  EV=2.35
  [935/12000] B05 → 1  EV=3.13
  [936/12000] B06 → 1  EV=2.26
  [937/12000] B07 → 1  EV=2.41
  [938/12000] B08 → 1  EV=2.78
  [939/12000] B09 → 1  EV=3.28
  [940/12000] B10 → 1  EV=2.89
  [941/12000] B11 → 1  EV=2.59
  [942/12000] B12 → 1  EV=2.84
  [943/12000] B13 → 4  EV=3.86
  [944/12000] B14 → 4  EV=4.23
  [945/12000] B15 → 1  EV=2.88
  [946/12000] B16 → 2  EV=3.06
  [947/12000] B17 → 2  EV=3.67
  [948/12000] B18 → 1  EV=3.31
  [949/12000] B19 → 1  EV=2.04
  [950/12000] B20 → 3  EV=2.59
  [951/12000] B21 → 2  EV=2.66
  [952/12000] B22 → 1  EV=2.21
  [953/12000] B23 → 4  EV=4.06
  [954/12000] B24 → 1  EV=1.99
  [955/12000] B25 → 1  EV=2.72
  [956/12000] B26 → 1  EV=3.09
  [957/12000] B27 → 1  EV=3.07
  [958/12000] B28 → 3  EV=2.77
  [959/12000] B29 → 1  EV=3.34
  [960/12000] B30 → 1  EV=2.62
  [961/12000] B01 → 6  EV=4.38
  [962/12000] B02 → 6  EV=4.62
  [963/12000] B03 → 6  EV=4.28
  [964/12000] B04 → 6  EV=5.53
  [965/12000] B05 → 1  EV=2.24
  [966/12000] B06 → 1  EV=1.83
  [967/12000] B07 → 1  EV=2.93
  [968/12000] B08 → 7  EV=4.18
  [969/12000] B09 → 1  EV=3.38
  [970/12000] B10 → 6  EV=4.63
  [971/12000] B11 → 6  EV=3.63
  [972/12000] B12 → 6  EV=4.54
  [973/12000] B13 → 6  EV=5.63
  [974/12000] B14 → 1  EV=3.76
  [975/12000] B15 → 3  EV=3.54
  [976/12000] B16 → 1  EV=2.40
  [977/12000] B17 → 6  EV=4.42
  [978/12000] B18 → 1  EV=3.42
  [979/12000] B19 → 6  EV=4.62
  [980/12000] B20 → 1  EV=3.71
  [981/12000] B21 → 6  EV=3.90
  [982/12000] B22 → 6  EV=4.69
  [983/12000] B23 → 1  EV=3.18
  [984/12000] B24 → 1  EV=3.20
  [985/12000] B25 → 1  EV=1.86
  [986/12000] B26 → 1  EV=2.77
  [987/12000] B27 → 1  EV=3.28
  [988/12000] B28 → 1  EV=3.21
  [989/12000] B29 → 6  EV=5.17
  [990/12000] B30 → 6  EV=5.11
  [991/12000] B01 → 6  EV=5.63
  [992/12000] B02 → 6  EV=4.94
  [993/12000] B03 → 6  EV=4.55
  [994/12000] B04 → 6  EV=4.55
  [995/12000] B05 → 4  EV=2.83
  [996/12000] B06 → 1  EV=1.90
  [997/12000] B07 → 6  EV=4.35
  [998/12000] B08 → 1  EV=3.31
  [999/12000] B09 → 6  EV=3.90
  [1000/12000] B10 → 6  EV=5.83

  Checkpoint: 1000/12000 (1.0 prompts/sec)

  [1001/12000] B11 → 6  EV=4.52
  [1002/12000] B12 → 6  EV=4.92
  [1003/12000] B13 → 6  EV=5.86
  [1004/12000] B14 → 6  EV=4.65
  [1005/12000] B15 → 6  EV=3.85
  [1006/12000] B16 → 6  EV=4.54
  [1007/12000] B17 → 6  EV=4.64
  [1008/12000] B18 → 6  EV=4.51
  [1009/12000] B19 → 6  EV=5.66
  [1010/12000] B20 → 6  EV=4.49
  [1011/12000] B21 → 6  EV=4.33
  [1012/12000] B22 → 6  EV=4.67
  [1013/12000] B23 → 6  EV=4.65
  [1014/12000] B24 → 6  EV=4.00
  [1015/12000] B25 → 6  EV=4.13
  [1016/12000] B26 → 2  EV=3.02
  [1017/12000] B27 → 6  EV=4.12
  [1018/12000] B28 → 6  EV=4.25
  [1019/12000] B29 → 6  EV=4.38
  [1020/12000] B30 → 6  EV=4.74
  [1021/12000] B01 → 6  EV=5.79
  [1022/12000] B02 → 6  EV=4.16
  [1023/12000] B03 → 6  EV=4.31
  [1024/12000] B04 → 6  EV=4.16
  [1025/12000] B05 → 1  EV=2.48
  [1026/12000] B06 → 1  EV=1.41
  [1027/12000] B07 → 1  EV=3.00
  [1028/12000] B08 → 1  EV=3.23
  [1029/12000] B09 → 1  EV=3.41
  [1030/12000] B10 → 6  EV=4.43
  [1031/12000] B11 → 1  EV=2.10
  [1032/12000] B12 → 6  EV=4.39
  [1033/12000] B13 → 6  EV=5.93
  [1034/12000] B14 → 6  EV=3.78
  [1035/12000] B15 → 1  EV=3.01
  [1036/12000] B16 → 1  EV=3.25
  [1037/12000] B17 → 6  EV=4.70
  [1038/12000] B18 → 1  EV=3.35
  [1039/12000] B19 → 1  EV=3.16
  [1040/12000] B20 → 1  EV=2.80
  [1041/12000] B21 → 6  EV=4.39
  [1042/12000] B22 → 1  EV=3.02
  [1043/12000] B23 → 6  EV=4.43
  [1044/12000] B24 → 3  EV=3.43
  [1045/12000] B25 → 1  EV=2.40
  [1046/12000] B26 → 1  EV=2.86
  [1047/12000] B27 → 1  EV=3.42
  [1048/12000] B28 → 3  EV=3.14
  [1049/12000] B29 → 6  EV=5.05
  [1050/12000] B30 → 6  EV=4.03
  [1051/12000] B01 → 3  EV=3.06
  [1052/12000] B02 → 6  EV=3.60
  [1053/12000] B03 → 1  EV=1.78
  [1054/12000] B04 → 2  EV=3.12
  [1055/12000] B05 → 1  EV=1.83
  [1056/12000] B06 → 1  EV=2.44
  [1057/12000] B07 → 1  EV=2.52
  [1058/12000] B08 → 1  EV=2.48
  [1059/12000] B09 → 1  EV=2.54
  [1060/12000] B10 → 1  EV=2.84
  [1061/12000] B11 → 3  EV=2.90
  [1062/12000] B12 → 1  EV=2.93
  [1063/12000] B13 → 6  EV=4.95
  [1064/12000] B14 → 6  EV=4.02
  [1065/12000] B15 → 3  EV=2.70
  [1066/12000] B16 → 3  EV=3.02
  [1067/12000] B17 → 6  EV=4.38
  [1068/12000] B18 → 6  EV=3.64
  [1069/12000] B19 → 6  EV=3.96
  [1070/12000] B20 → 3  EV=3.17
  [1071/12000] B21 → 2  EV=3.26
  [1072/12000] B22 → 3  EV=3.10
  [1073/12000] B23 → 1  EV=2.01
  [1074/12000] B24 → 1  EV=2.25
  [1075/12000] B25 → 1  EV=2.19
  [1076/12000] B26 → 1  EV=2.85
  [1077/12000] B27 → 1  EV=2.60
  [1078/12000] B28 → 3  EV=2.78
  [1079/12000] B29 → 2  EV=3.05
  [1080/12000] B30 → 1  EV=2.14
  [1081/12000] B01 → 2  EV=3.14
  [1082/12000] B02 → 1  EV=2.78
  [1083/12000] B03 → 4  EV=3.28
  [1084/12000] B04 → 1  EV=2.49
  [1085/12000] B05 → 4  EV=3.79
  [1086/12000] B06 → 1  EV=2.32
  [1087/12000] B07 → 4  EV=2.99
  [1088/12000] B08 → 1  EV=2.60
  [1089/12000] B09 → 1  EV=3.45
  [1090/12000] B10 → 3  EV=3.09
  [1091/12000] B11 → 3  EV=3.24
  [1092/12000] B12 → 1  EV=3.25
  [1093/12000] B13 → 2  EV=3.09
  [1094/12000] B14 → 4  EV=3.61
  [1095/12000] B15 → 3  EV=3.24
  [1096/12000] B16 → 2  EV=3.05
  [1097/12000] B17 → 4  EV=4.00
  [1098/12000] B18 → 1  EV=2.63
  [1099/12000] B19 → 1  EV=2.45
  [1100/12000] B20 → 3  EV=3.39

  Checkpoint: 1100/12000 (1.0 prompts/sec)

  [1101/12000] B21 → 4  EV=3.54
  [1102/12000] B22 → 4  EV=3.48
  [1103/12000] B23 → 1  EV=2.20
  [1104/12000] B24 → 4  EV=3.82
  [1105/12000] B25 → 1  EV=3.42
  [1106/12000] B26 → 1  EV=3.06
  [1107/12000] B27 → 3  EV=2.93
  [1108/12000] B28 → 3  EV=2.94
  [1109/12000] B29 → 4  EV=3.73
  [1110/12000] B30 → 1  EV=2.81
  [1111/12000] B01 → 1  EV=2.48
  [1112/12000] B02 → 1  EV=2.25
  [1113/12000] B03 → 2  EV=3.71
  [1114/12000] B04 → 1  EV=2.29
  [1115/12000] B05 → 1  EV=2.35
  [1116/12000] B06 → 1  EV=2.62
  [1117/12000] B07 → 1  EV=2.09
  [1118/12000] B08 → 1  EV=2.19
  [1119/12000] B09 → 1  EV=3.38
  [1120/12000] B10 → 1  EV=2.61
  [1121/12000] B11 → 1  EV=2.42
  [1122/12000] B12 → 1  EV=3.13
  [1123/12000] B13 → 2  EV=2.85
  [1124/12000] B14 → 1  EV=3.25
  [1125/12000] B15 → 3  EV=3.98
  [1126/12000] B16 → 2  EV=3.14
  [1127/12000] B17 → 7  EV=3.86
  [1128/12000] B18 → 7  EV=4.60
  [1129/12000] B19 → 1  EV=2.28
  [1130/12000] B20 → 1  EV=2.74
  [1131/12000] B21 → 1  EV=1.93
  [1132/12000] B22 → 1  EV=1.89
  [1133/12000] B23 → 2  EV=3.80
  [1134/12000] B24 → 1  EV=3.01
  [1135/12000] B25 → 1  EV=3.10
  [1136/12000] B26 → 1  EV=2.95
  [1137/12000] B27 → 1  EV=3.52
  [1138/12000] B28 → 3  EV=2.85
  [1139/12000] B29 → 1  EV=3.27
  [1140/12000] B30 → 1  EV=2.34
  [1141/12000] B01 → 3  EV=3.07
  [1142/12000] B02 → 1  EV=2.30
  [1143/12000] B03 → 1  EV=2.00
  [1144/12000] B04 → 1  EV=3.13
  [1145/12000] B05 → 1  EV=2.51
  [1146/12000] B06 → 1  EV=1.68
  [1147/12000] B07 → 1  EV=3.14
  [1148/12000] B08 → 1  EV=2.93
  [1149/12000] B09 → 1  EV=3.80
  [1150/12000] B10 → 3  EV=3.00
  [1151/12000] B11 → 1  EV=3.81
  [1152/12000] B12 → 1  EV=3.30
  [1153/12000] B13 → 4  EV=3.83
  [1154/12000] B14 → 1  EV=3.03
  [1155/12000] B15 → 3  EV=3.90
  [1156/12000] B16 → 3  EV=2.95
  [1157/12000] B17 → 6  EV=4.66
  [1158/12000] B18 → 1  EV=2.35
  [1159/12000] B19 → 1  EV=2.70
  [1160/12000] B20 → 1  EV=2.66
  [1161/12000] B21 → 3  EV=3.19
  [1162/12000] B22 → 1  EV=3.40
  [1163/12000] B23 → 4  EV=3.80
  [1164/12000] B24 → 1  EV=2.70
  [1165/12000] B25 → 1  EV=3.33
  [1166/12000] B26 → 1  EV=3.46
  [1167/12000] B27 → 3  EV=3.17
  [1168/12000] B28 → 3  EV=3.22
  [1169/12000] B29 → 1  EV=3.10
  [1170/12000] B30 → 1  EV=2.92
  [1171/12000] B01 → 6  EV=5.68
  [1172/12000] B02 → 6  EV=5.73
  [1173/12000] B03 → 3  EV=3.69
  [1174/12000] B04 → 6  EV=5.31
  [1175/12000] B05 → 1  EV=2.69
  [1176/12000] B06 → 1  EV=1.16
  [1177/12000] B07 → 6  EV=4.52
  [1178/12000] B08 → 6  EV=3.83
  [1179/12000] B09 → 6  EV=3.53
  [1180/12000] B10 → 6  EV=4.02
  [1181/12000] B11 → 1  EV=3.10
  [1182/12000] B12 → 6  EV=5.62
  [1183/12000] B13 → 6  EV=5.84
  [1184/12000] B14 → 6  EV=4.69
  [1185/12000] B15 → 6  EV=3.77
  [1186/12000] B16 → 1  EV=3.00
  [1187/12000] B17 → 6  EV=4.81
  [1188/12000] B18 → 6  EV=4.19
  [1189/12000] B19 → 6  EV=5.11
  [1190/12000] B20 → 6  EV=4.50
  [1191/12000] B21 → 6  EV=4.08
  [1192/12000] B22 → 6  EV=4.04
  [1193/12000] B23 → 6  EV=4.67
  [1194/12000] B24 → 6  EV=3.96
  [1195/12000] B25 → 1  EV=2.83
  [1196/12000] B26 → 3  EV=3.09
  [1197/12000] B27 → 1  EV=3.39
  [1198/12000] B28 → 6  EV=3.87
  [1199/12000] B29 → 1  EV=3.45
  [1200/12000] B30 → 6  EV=4.79

  Checkpoint: 1200/12000 (1.0 prompts/sec)

  [1201/12000] B01 → 3  EV=3.53
  [1202/12000] B02 → 6  EV=3.69
  [1203/12000] B03 → 1  EV=2.03
  [1204/12000] B04 → 3  EV=2.66
  [1205/12000] B05 → 1  EV=2.66
  [1206/12000] B06 → 1  EV=3.29
  [1207/12000] B07 → 4  EV=3.56
  [1208/12000] B08 → 1  EV=3.02
  [1209/12000] B09 → 1  EV=3.26
  [1210/12000] B10 → 1  EV=3.21
  [1211/12000] B11 → 6  EV=3.90
  [1212/12000] B12 → 1  EV=3.22
  [1213/12000] B13 → 6  EV=5.53
  [1214/12000] B14 → 4  EV=4.16
  [1215/12000] B15 → 3  EV=3.31
  [1216/12000] B16 → 1  EV=2.95
  [1217/12000] B17 → 6  EV=4.63
  [1218/12000] B18 → 1  EV=2.26
  [1219/12000] B19 → 1  EV=2.60
  [1220/12000] B20 → 1  EV=2.32
  [1221/12000] B21 → 6  EV=3.82
  [1222/12000] B22 → 6  EV=3.86
  [1223/12000] B23 → 4  EV=3.93
  [1224/12000] B24 → 4  EV=3.61
  [1225/12000] B25 → 1  EV=2.39
  [1226/12000] B26 → 3  EV=3.13
  [1227/12000] B27 → 4  EV=3.68
  [1228/12000] B28 → 3  EV=3.41
  [1229/12000] B29 → 4  EV=3.84
  [1230/12000] B30 → 3  EV=3.04
  [1231/12000] B01 → 6  EV=4.97
  [1232/12000] B02 → 6  EV=5.50
  [1233/12000] B03 → 6  EV=4.60
  [1234/12000] B04 → 6  EV=5.45
  [1235/12000] B05 → 1  EV=2.62
  [1236/12000] B06 → 1  EV=1.47
  [1237/12000] B07 → 4  EV=3.87
  [1238/12000] B08 → 6  EV=3.71
  [1239/12000] B09 → 4  EV=3.66
  [1240/12000] B10 → 6  EV=5.81
  [1241/12000] B11 → 6  EV=4.35
  [1242/12000] B12 → 6  EV=4.78
  [1243/12000] B13 → 6  EV=5.27
  [1244/12000] B14 → 6  EV=4.50
  [1245/12000] B15 → 4  EV=3.73
  [1246/12000] B16 → 1  EV=2.76
  [1247/12000] B17 → 6  EV=4.47
  [1248/12000] B18 → 6  EV=4.54
  [1249/12000] B19 → 6  EV=5.18
  [1250/12000] B20 → 3  EV=2.99
  [1251/12000] B21 → 6  EV=4.36
  [1252/12000] B22 → 6  EV=5.79
  [1253/12000] B23 → 6  EV=3.91
  [1254/12000] B24 → 4  EV=3.82
  [1255/12000] B25 → 6  EV=3.73
  [1256/12000] B26 → 3  EV=3.49
  [1257/12000] B27 → 3  EV=3.86
  [1258/12000] B28 → 3  EV=3.67
  [1259/12000] B29 → 6  EV=5.57
  [1260/12000] B30 → 6  EV=5.29
  [1261/12000] B01 → 1  EV=2.06
  [1262/12000] B02 → 1  EV=2.25
  [1263/12000] B03 → 1  EV=2.69
  [1264/12000] B04 → 2  EV=3.18
  [1265/12000] B05 → 1  EV=2.25
  [1266/12000] B06 → 1  EV=1.76
  [1267/12000] B07 → 1  EV=2.57
  [1268/12000] B08 → 1  EV=2.81
  [1269/12000] B09 → 1  EV=2.49
  [1270/12000] B10 → 2  EV=3.84
  [1271/12000] B11 → 1  EV=1.90
  [1272/12000] B12 → 1  EV=2.55
  [1273/12000] B13 → 2  EV=4.07
  [1274/12000] B14 → 2  EV=3.86
  [1275/12000] B15 → 1  EV=3.44
  [1276/12000] B16 → 1  EV=2.50
  [1277/12000] B17 → 7  EV=4.67
  [1278/12000] B18 → 1  EV=2.62
  [1279/12000] B19 → 1  EV=2.85
  [1280/12000] B20 → 1  EV=3.21
  [1281/12000] B21 → 1  EV=2.07
  [1282/12000] B22 → 1  EV=3.23
  [1283/12000] B23 → 1  EV=2.05
  [1284/12000] B24 → 1  EV=3.45
  [1285/12000] B25 → 1  EV=2.47
  [1286/12000] B26 → 1  EV=3.13
  [1287/12000] B27 → 2  EV=3.39
  [1288/12000] B28 → 1  EV=2.92
  [1289/12000] B29 → 1  EV=1.77
  [1290/12000] B30 → 1  EV=2.23
  [1291/12000] B01 → 2  EV=2.92
  [1292/12000] B02 → 1  EV=2.20
  [1293/12000] B03 → 2  EV=2.79
  [1294/12000] B04 → 2  EV=2.74
  [1295/12000] B05 → 4  EV=3.87
  [1296/12000] B06 → 1  EV=3.21
